2018/10/02/14:03:27.637775;;;305;-1855;15873;-70;22;-52;-635;-169;1175;166;247;31;0
2018/10/02/14:03:27.649774;;;465;-1775;15729;46;14;-50;-635;-169;1175;234;247;31;0
2018/10/02/14:03:27.661768;;;433;-1759;15953;102;138;-132;-616;-176;1141;46;248;31;0
2018/10/02/14:03:27.677778;;;433;-1663;15985;-52;46;-42;-616;-176;1141;114;248;31;0
2018/10/02/14:03:27.690696;;;689;-1567;15729;-16;162;-112;-616;-176;1141;182;248;31;0
2018/10/02/14:03:27.702768;;;225;-1839;15681;-26;16;28;-603;-156;1148;250;248;31;0
2018/10/02/14:03:27.714763;;;353;-1871;15617;64;100;-28;-603;-156;1148;62;249;31;0
2018/10/02/14:03:27.731751;;;289;-2095;15937;14;12;-8;-603;-156;1148;130;249;31;0
2018/10/02/14:03:27.743769;;;1;-2127;15585;-82;32;-70;-584;-150;1182;198;249;31;0
2018/10/02/14:03:27.755766;;;161;-2095;15489;10;-24;146;-584;-150;1182;27;250;31;0
